python main.py --dataset face --algorithm perceptron --iterations 1000 --percent 10
Number of features before reduce: 822
Number of features: 315
Number of features before reduce: 821
Number of features: 314
1	1
1	1
1	1
1	1
1	1
1	1
0	0
1	0
1	1
0	0
0	0
1	1
1	0
1	0
0	0
1	1
1	0
1	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
1	1
1	1
1	1
1	1
1	1
1	0
1	1
0	0
1	1
1	1
0	0
1	1
0	1
1	1
0	0
1	1
1	1
1	0
1	0
0	1
0	0
0	0
1	1
0	0
1	1
1	0
0	0
0	0
1	1
1	1
1	1
0	0
0	0
1	0
0	0
0	1
1	0
1	0
1	1
1	0
0	0
0	0
1	1
0	0
0	0
1	1
1	1
1	1
1	1
0	0
0	0
0	0
1	1
1	0
1	0
1	1
1	0
1	0
1	1
0	0
1	1
0	0
0	0
1	1
0	0
0	0
0	0
1	0
1	1
1	1
1	1
1	1
1	1
0	0
0	0
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	0
1	1
0	0
1	1
0	0
1	0
0	1
1	1
0	0
1	1
1	0
1	1
0	0
1	1
0	0
1	1
0	1
1	1
1	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
1	0
0	0
0	0
1	0
1	1
0	1
1	1
0	0
1	1
1	1
1	0
1	1
0	0
0	0
1	0
Final: 0.78
Total Time:101.137414932 sec
python main.py --dataset face --algorithm perceptron --iterations 1000 --percent 20
Number of features before reduce: 822
Number of features: 331
Number of features before reduce: 821
Number of features: 330
1	1
1	1
1	1
1	1
1	1
1	1
0	0
1	0
1	1
0	0
0	0
1	1
1	0
1	0
0	0
1	1
1	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
1	1
1	1
1	1
1	1
1	1
1	0
1	1
0	0
1	1
1	1
0	0
1	1
1	1
1	1
0	0
1	1
1	1
1	0
0	0
1	1
0	0
0	0
1	1
0	0
1	1
1	0
0	0
0	0
1	1
1	1
1	1
0	0
0	0
1	0
0	0
0	1
1	0
1	0
1	1
0	0
0	0
0	0
1	1
0	0
0	0
1	1
1	1
0	1
1	1
0	0
0	0
0	0
1	1
1	0
1	0
0	1
0	0
1	0
1	1
0	0
1	1
0	0
0	0
1	1
0	0
0	0
0	0
1	0
1	1
1	1
1	1
1	1
1	1
0	0
0	0
1	1
1	1
1	1
1	1
1	1
1	1
1	1
0	0
1	1
0	0
1	1
0	0
1	0
0	1
1	1
0	0
1	1
0	0
1	1
0	0
1	1
0	0
1	1
0	1
1	1
1	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
1	0
0	0
0	0
0	0
1	1
0	1
1	1
0	0
1	1
1	1
1	0
1	1
0	0
0	0
1	0
Final: 0.826666666667
Total Time:209.500770807 sec
python main.py --dataset face --algorithm perceptron --iterations 1000 --percent 30
Number of features before reduce: 822
Number of features: 342
Number of features before reduce: 821
Number of features: 341
1	1
1	1
1	1
1	1
1	1
1	1
0	0
0	0
1	1
0	0
0	0
1	1
0	0
0	0
0	0
1	1
0	0
0	0
1	0
0	0
1	1
0	0
0	0
0	1
0	0
1	1
0	1
1	1
1	1
1	1
0	0
1	1
0	0
